"Environment and Climate Change Canada"
"Monthly Values for August - 2017"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"BARWICK","48.633","-93.967","ON","17.0","0","-0.9","30.0","0","2.0","0","0.0","0",NA,"89.6","0","114.0","0.0","8","","",NA,"43.8","13.3","6020559"
"ATIKOKAN (AUT)","48.761","-91.628","ON","15.8","1",NA,"26.9","1","0.9","0","",,NA,"40.4","1",NA,"","9","",,NA,"71.5","4.9","6020LPQ"
"FORT FRANCES RCS","48.651","-93.439","ON","15.3","4",NA,"28.9","4","-0.5","0","",,NA,"15.1","16",NA,"","3","",,NA,"77.1","3.4","6022474"
"MINE CENTRE SOUTHWEST","48.760","-92.623","ON","16.0","1",NA,"28.0","1","0.5","0","0.0","1",NA,"75.9","1",NA,"0.0","9","","",NA,"68.4","7.1","6025205"
"DRYDEN REGIONAL","49.828","-92.744","ON","17.5","2",NA,"29.4","2","5.4","2","",,NA,"14.6","2",NA,"","8","",,NA,"34.8","21.3","6032125"
"KENORA RCS","49.791","-94.378","ON","18.2","3",NA,"30.7","3","6.6","0","",,NA,"28.4","3",NA,"","5","",,NA,"24.0","30.4","6034073"
"KENORA A","49.788","-94.363","ON","18.3","0",NA,"30.5","0","7.1","0","0.0","0",NA,"28.6","0",NA,"","6","",,NA,"26.7","35.9","6034076"
"RAWSON LAKE","49.650","-93.717","ON","17.8","0","-0.5","30.0","0","6.5","0","0.0","0",NA,"29.2","0","33.0","0.0","10","","",NA,"32.1","27.2","6036904"
"RAWSON LAKE (AUT)","49.664","-93.733","ON","16.0","19",NA,"29.5","19","6.4","19","",,NA,"6.8","19",NA,"","1","",,NA,"29.4","5.8","6036907"
"ROYAL ISLAND (AUT)","49.469","-94.763","ON","19.9","3",NA,"31.0","1","10.4","3","",,NA,"",,NA,"","","",,NA,"9.5","61.8","6037201"
"SIOUX LOOKOUT A","50.114","-91.908","ON","15.0","0",NA,"29.8","0","-0.8","0","",,NA,"",,NA,"","","",,NA,"96.6","4.0","6037776"
"ARMSTRONG (AUT)","50.294","-88.905","ON","13.4","1",NA,"28.6","0","-2.0","1","",,NA,"62.1","1",NA,"","8","",,NA,"137.4","0.2","6040325"
"CAMERON FALLS (AUT)","49.154","-88.345","ON","15.5","0",NA,"28.3","0","2.8","0","",,NA,"67.2","0",NA,"","9","",,NA,"83.4","7.1","6041110"
"CARIBOU ISLAND (AUT)","47.333","-85.833","ON","15.2","2",NA,"23.2","1","10.4","1","",,NA,"",,NA,"","","",,NA,"81.9","1.3","6041222"
"GERALDTON A","49.779","-86.939","ON","14.3","0",NA,"26.7","0","1.6","0","0.0","0",NA,"87.2","0",NA,"","10","",,NA,"117.6","3.4","6042717"
"HAZELWOOD","48.467","-89.267","ON","",,NA,"",,"",,"0.0","4",NA,"81.0","4",NA,"0.0","12","","",NA,"","","6043390"
"PUKASKWA (AUT)","48.608","-86.287","ON","14.0","0",NA,"22.8","0","2.3","0","",,NA,"48.3","0",NA,"","8","",,NA,"123.4","0.0","6046768"
"THUNDER BAY","48.372","-89.322","ON","16.0","10",NA,"28.5","9","1.7","9","",,NA,"41.9","8",NA,"","8","",,NA,"51.7","8.7","6048260"
"THUNDER BAY BURWOOD","48.414","-89.278","ON","15.4","25",NA,"30.0","14","1.0","25","0.0","14",NA,"20.0","14",NA,"0.0","4","","",NA,"21.5","6.0","6048266"
"THUNDER BAY CS","48.369","-89.327","ON","15.7","0",NA,"28.5","0","1.1","0","",,NA,"42.5","0",NA,"","10","",,NA,"80.0","10.1","6048268"
"UPSALA (AUT)","49.033","-90.467","ON","14.2","0",NA,"25.7","0","-0.7","0","",,NA,"49.4","0",NA,"","8","",,NA,"118.7","1.2","6049095"
"WELCOME ISLAND (AUT)","48.369","-89.119","ON","17.1","0",NA,"26.4","0","8.6","0","",,NA,"",,NA,"","","",,NA,"45.8","18.5","6049443"
"LITTLE FLATLAND ISLAND (AUT)","49.690","-88.306","ON","17.3","5",NA,"26.0","4","9.9","4","",,NA,"37.4","8",NA,"","6","",,NA,"33.1","15.4","6049470"
"LAKE SUPERIOR PROVINCIAL PARK","47.723","-84.814","ON","14.1","0",NA,"25.9","0","2.1","0","",,NA,"131.2","0",NA,"","10","",,NA,"125.8","3.5","6054425"
"SAULT STE MARIE A","46.485","-84.510","ON","16.5","1",NA,"29.3","1","3.8","0","0.0","2",NA,"122.6","1",NA,"","10","",,NA,"55.5","9.2","6057591"
"WAWA A","47.967","-84.786","ON","",,NA,"23.3","1","",,"",,NA,"",,NA,"","","",,NA,"","","6059407"
"KILLARNEY (AUT)","45.967","-81.483","ON","17.8","0",NA,"24.8","0","8.1","0","",,NA,"",,NA,"","","",,NA,"31.0","25.4","605DJ25"
"CHAPLEAU A","47.820","-83.347","ON","",,NA,"28.2","3","",,"",,NA,"",,NA,"","","",,NA,"","","6061362"
"MASSEY","46.193","-82.025","ON","17.4","0","-0.3","28.0","0","3.0","0","0.0","0",NA,"107.4","0","126.0","0.0","9","","",NA,"44.9","26.7","6065006"
"MONETVILLE 2","46.215","-80.303","ON","17.6","2",NA,"28.0","2","5.0","2","0.0","2",NA,"186.4","2",NA,"0.0","14","","",NA,"37.2","26.1","6065252"
"SUDBURY CLIMATE","46.632","-80.796","ON","16.1","0",NA,"28.8","0","4.0","0","",,NA,"112.6","0",NA,"","8","",,NA,"72.3","12.2","6068145"
"SUDBURY A","46.626","-80.798","ON","16.3","0",NA,"28.4","0","3.6","0","0.0","0",NA,"132.1","0",NA,"","12","",,NA,"65.2","11.6","6068153"
"BONNER LAKE","49.383","-82.124","ON","14.7","0",NA,"28.5","0","1.5","0","0.0","0",NA,"56.6","0",NA,"0.0","14","","",NA,"111.4","8.6","6070QK6"
"EARLTON A","47.695","-79.849","ON","15.2","7",NA,"28.9","7","3.7","7","",,NA,"176.2","7",NA,"","11","",,NA,"75.5","8.0","6072223"
"EARLTON CLIMATE","47.695","-79.849","ON","15.1","0",NA,"29.0","0","3.8","0","",,NA,"168.8","0",NA,"","12","",,NA,"97.9","7.9","6072230"
"KAPUSKASING A","49.412","-82.468","ON","14.2","0",NA,"27.9","0","1.0","0","0.0","0",NA,"65.0","0",NA,"","12","",,NA,"127.4","8.4","6073976"
"KAPUSKASING CDA ON","49.406","-82.444","ON","14.1","0",NA,"27.5","0","0.5","0","",,NA,"54.9","0",NA,"","9","",,NA,"127.5","7.9","6073980"
"KIRKLAND LAKE CS","48.150","-80.000","ON","15.0","0",NA,"29.3","0","3.3","0","",,NA,"138.0","0",NA,"","13","",,NA,"103.9","10.6","6074211"
"MOOSONEE","51.291","-80.608","ON","14.4","10",NA,"29.6","10","0.0","9","",,NA,"87.0","10",NA,"","8","",,NA,"87.4","12.1","6075420"
"MOOSONEE UA","51.267","-80.650","ON","14.0","0","-0.9","30.0","0","1.0","0","0.0","0",NA,"104.0","0","134.0","0.0","11","","",NA,"138.7","14.3","6075425"
"MOOSONEE RCS","51.292","-80.618","ON","14.0","0",NA,"29.7","0","1.5","0","",,NA,"96.8","0",NA,"","9","",,NA,"135.6","11.9","6075435"
"NAGAGAMI (AUT)","49.747","-84.164","ON","14.3","3",NA,"27.6","3","0.6","2","",,NA,"64.9","3",NA,"","11","",,NA,"110.3","6.6","6075543"
"OGOKI POST A","51.659","-85.901","ON","15.0","1",NA,"28.6","1","3.1","1","",,NA,"58.7","0",NA,"","7","",,NA,"96.4","6.8","6075786"
"TIMMINS CLIMATE","48.557","-81.390","ON","13.9","0",NA,"30.1","0","-0.4","0","",,NA,"121.2","3",NA,"","12","",,NA,"136.1","8.7","6078282"
"TIMMINS A","48.571","-81.377","ON","13.8","0",NA,"30.4","0","-0.8","0","",,NA,"",,NA,"","","",,NA,"139.6","8.5","6078286"
"ALGONQUIN PARK EAST GATE","45.533","-78.267","ON","15.9","2",NA,"28.9","2","2.5","0","",,NA,"115.2","2",NA,"","13","",,NA,"68.6","7.5","6080192"
"NORTH BAY A","46.364","-79.424","ON","16.2","4",NA,"27.2","4","4.6","4","",,NA,"149.4","4",NA,"","11","",,NA,"59.0","11.6","6085680"
"GORE BAY CLIMATE","45.883","-82.567","ON","18.1","0",NA,"26.8","0","8.0","0","",,NA,"153.2","0",NA,"","10","",,NA,"28.9","30.7","6092920"
"GREAT DUCK ISLAND (AUT)","45.633","-82.950","ON","18.6","2",NA,"25.7","1","10.8","1","",,NA,"",,NA,"","","",,NA,"13.2","31.0","6093005"
"SANDFIELD","45.690","-81.982","ON","18.9","2",NA,"27.0","2","10.0","2","0.0","2",NA,"142.0","2",NA,"0.0","15","","",NA,"18.0","43.0","6097426"
"APPLETON","45.186","-76.113","ON","18.9","0",NA,"30.0","0","7.5","0","0.0","0",NA,"86.2","0",NA,"0.0","8","","",NA,"23.8","51.8","6100285"
"BROCKVILLE CLIMATE","44.635","-75.748","ON","19.0","1",NA,"29.8","1","7.7","0","",,NA,"108.3","1",NA,"","12","",,NA,"20.6","50.7","6100970"
"BROCKVILLE PCC","44.600","-75.667","ON","19.6","2","-0.7","28.0","2","8.0","2","0.0","2",NA,"106.8","2",NA,"0.0","8","","",NA,"15.7","61.1","6100971"
"CHALK RIVER AECL","46.050","-77.367","ON","18.9","9","-0.2","30.0","9","7.5","9","0.0","9",NA,"137.4","9",NA,"0.0","11","","",NA,"17.1","36.2","6101335"
"CORNWALL","45.016","-74.749","ON","20.5","1","-0.2","30.5","1","9.0","1","0.0","1",NA,"106.9","1",NA,"0.0","12","","",NA,"7.5","83.7","6101874"
"DRUMMOND CENTRE","45.032","-76.253","ON","18.5","0","-0.6","29.5","0","6.5","0","0.0","0",NA,"131.6","0","175.0","0.0","8","","",NA,"26.7","43.7","6102J13"
"HARTINGTON IHD","44.428","-76.690","ON","19.0","0","-0.7","28.5","0","8.0","0","0.0","0",NA,"174.4","0","222.0","0.0","12","","",NA,"21.1","53.3","6103367"
"KEMPTVILLE CS","45.000","-75.633","ON","18.7","1",NA,"29.4","1","6.5","0","",,NA,"122.1","2",NA,"","12","",,NA,"29.3","51.0","6104027"
"KINGSTON CLIMATE","44.223","-76.599","ON","18.7","0",NA,"26.8","0","6.7","0","",,NA,"72.9","0",NA,"","9","",,NA,"25.7","47.1","6104142"
"LYNDHURST SHAWMERE","44.517","-76.083","ON","19.6","4","-0.4","29.0","4","1.5","4","0.0","4",NA,"84.4","4",NA,"0.0","8","","",NA,"15.8","59.8","6104725"
"MOOSE CREEK WELLS","45.251","-74.963","ON","18.0","0",NA,"29.4","0","5.0","0","",,NA,"",,NA,"","","",,NA,"42.3","41.7","6105397"
"OMPAH-SEITZ","45.054","-76.784","ON","18.2","1",NA,"29.0","1","7.0","1","0.0","1",NA,"113.4","1",NA,"0.0","12","","",NA,"28.4","34.6","6105762"
"OTTAWA CDA","45.383","-75.717","ON","19.4","0","-0.6","30.0","0","8.5","0","0.0","0",NA,"82.4","0","98.0","0.0","9","","",NA,"16.3","58.6","6105976"
"OTTAWA CDA RCS","45.383","-75.717","ON","19.1","2",NA,"30.0","2","7.4","0","",,NA,"86.0","2",NA,"","7","",,NA,"19.8","51.8","6105978"
"OTTAWA INTL A","45.317","-75.667","ON","18.8","0",NA,"30.4","0","5.3","0","0.0","0",NA,"75.6","0",NA,"","8","",,NA,"26.9","51.0","6106001"
"PEMBROKE CLIMATE","45.860","-77.252","ON","17.4","0",NA,"30.2","0","6.7","0","",,NA,"95.6","0",NA,"","13","",,NA,"40.9","22.6","6106367"
"PETAWAWA AWOS 2","45.950","-77.317","ON","17.7","4",NA,"30.7","3","6.5","1","",,NA,"86.0","0",NA,"","12","",,NA,"31.1","23.3","6106396"
"ST. ALBERT","45.287","-75.064","ON","18.3","2","-0.8","29.0","2","6.0","2","0.0","2",NA,"129.4","2",NA,"0.0","11","","",NA,"30.8","40.5","6107276"
"PETAWAWA HOFFMAN","45.883","-77.250","ON","18.5","0",NA,"31.5","0","7.5","0","0.0","0",NA,"110.2","0",NA,"0.0","15","","",NA,"24.6","41.6","610FC98"
"BALDWIN","44.267","-79.319","ON","18.8","5",NA,"30.0","5","4.0","5","0.0","5",NA,"33.8","5",NA,"","5","","",NA,"19.1","40.8","6110480"
"BARRIE LANDFILL","44.385","-79.736","ON","19.8","10",NA,"31.0","6","8.0","5","0.0","6",NA,"83.4","6",NA,"0.0","11","","",NA,"10.9","49.3","6110556"
"BEATRICE CLIMATE","45.140","-79.403","ON","16.4","0",NA,"27.5","0","3.0","0","",,NA,"211.2","0",NA,"","11","",,NA,"62.6","13.1","6110607"
"COLDWATER WARMINSTER","44.631","-79.539","ON","19.0","0",NA,"30.0","0","8.0","0","0.0","0",NA,"58.0","0",NA,"0.0","14","","",NA,"21.1","52.2","6111769"
"COLLINGWOOD","44.500","-80.217","ON","18.8","0",NA,"29.1","0","8.4","0","",,NA,"61.2","0",NA,"","8","",,NA,"19.3","44.6","6111792"
"LAGOON CITY","44.547","-79.217","ON","18.6","0",NA,"26.5","0","7.5","0","",,NA,"",,NA,"","","",,NA,"30.3","49.8","6114295"
"MARKDALE","44.269","-80.712","ON","17.6","2",NA,"28.5","2","3.0","2","0.0","2",NA,"135.8","2",NA,"0.0","14","","",NA,"36.6","26.4","6114979"
"MUSKOKA","44.975","-79.303","ON","17.1","5",NA,"28.6","5","3.5","5","",,NA,"81.6","5",NA,"","11","",,NA,"42.0","19.4","6115529"
"NIPISSING","46.100","-79.521","ON","",,NA,"",,"",,"0.0","1",NA,"161.6","1",NA,"0.0","13","","",NA,"","","6115669"
"ORILLIA BRAIN","44.603","-79.439","ON","19.7","7",NA,"29.5","7","11.0","7","0.0","7",NA,"70.2","7",NA,"","15","","",NA,"8.3","48.0","6115811"
"PARRY SOUND CCG","45.344","-80.044","ON","18.3","1",NA,"26.8","1","7.2","0","",,NA,"33.9","21",NA,"","3","",,NA,"24.7","35.1","6116257"
"SHANTY BAY","44.399","-79.633","ON","18.8","0","-0.4","29.5","0","6.0","0","0.0","0",NA,"74.2","0","86.0","0.0","11","","",NA,"22.7","47.6","6117684"
"BARRIE-ORO","44.483","-79.550","ON","17.3","1",NA,"28.2","1","4.8","0","",,NA,"30.1","1",NA,"","7","",,NA,"44.6","22.4","6117700"
"SPRUCEDALE","45.425","-79.488","ON","",,NA,"",,"",,"0.0","6",NA,"125.8","6",NA,"0.0","14","","",NA,"","","6117981"
"THORNBURY 3","44.551","-80.468","ON","",,NA,"",,"",,"0.0","0",NA,"91.8","0",NA,"0.0","12","","",NA,"","","6118240"
"UDORA","44.263","-79.161","ON","18.6","0","-0.7","30.5","0","5.5","0","0.0","0",NA,"71.6","0","97.0","0.0","11","","",NA,"27.7","46.8","6119055"
"WIARTON A","44.744","-81.109","ON","17.6","0",NA,"26.8","0","4.8","0","0.0","0",NA,"73.8","0",NA,"","11","",,NA,"40.7","27.4","6119499"
"WESTERN ISLAND (AUT)","45.033","-80.367","ON","18.9","2",NA,"25.3","1","11.7","1","",,NA,"",,NA,"","","",,NA,"12.9","40.4","6119M51"
"BORDEN AWOS","44.272","-79.912","ON","13.5","28",NA,"30.9","26","1.3","19","",,NA,"0.5","28",NA,"","0","",,NA,"13.5","0.0","611B002"
"EGBERT CS","44.233","-79.783","ON","18.3","3",NA,"29.6","3","4.9","0","",,NA,"29.9","3",NA,"","6","",,NA,"29.0","36.0","611E001"
"COVE ISLAND (AUT)","45.333","-81.733","ON","18.8","1",NA,"25.5","0","12.7","1","",,NA,"",,NA,"","","",,NA,"12.7","38.1","61219J2"
"GODERICH","43.767","-81.717","ON","18.5","1",NA,"27.7","1","5.1","0","",,NA,"40.1","1",NA,"","9","",,NA,"30.1","43.9","6122847"
"KINCARDINE","44.173","-81.623","ON","20.3","12",NA,"28.5","12","10.0","12","0.0","12",NA,"25.4","12",NA,"","5","","",NA,"2.5","46.4","6124127"
"SARNIA","42.999","-82.309","ON","19.6","0",NA,"30.6","0","6.9","0","",,NA,"0.0","0",NA,"","0","",,NA,"15.4","64.7","6127510"
"SARNIA CLIMATE","43.000","-82.300","ON","19.6","0",NA,"31.2","0","6.3","0","",,NA,"68.4","0",NA,"","5","",,NA,"15.8","66.5","6127519"
"TOBERMORY RCS","45.233","-81.633","ON","17.8","0",NA,"24.7","0","8.6","0","",,NA,"41.6","0",NA,"","8","",,NA,"28.2","22.9","6128330"
"WROXETER","43.863","-81.152","ON","",,NA,"",,"",,"0.0","0",NA,"77.2","0",NA,"0.0","13","","",NA,"","","6129660"
"AMHERSTBURG","42.103","-83.094","ON","22.0","0","-0.4","32.0","0","9.0","0","0.0","0",NA,"91.1","0","111.0","0.0","6","","",NA,"1.9","125.1","6130257"
"DELHI CS","42.867","-80.550","ON","18.8","0",NA,"30.3","0","6.3","0","",,NA,"32.8","0",NA,"","4","",,NA,"20.8","47.1","6131983"
"FORT ERIE","42.883","-78.967","ON","20.4","4","-0.2","28.0","4","9.0","4","0.0","4",NA,"61.6","4",NA,"0.0","7","","",NA,"6.9","70.8","6132470"
"GRIMSBY MOUNTAIN","43.184","-79.558","ON","20.8","0",NA,"30.0","0","11.5","0","0.0","0",NA,"68.3","0",NA,"0.0","12","","",NA,"4.8","92.1","6133055"
"HARROW CDA AUTO","42.033","-82.900","ON","20.0","0",NA,"29.2","0","8.1","0","",,NA,"42.7","0",NA,"","3","",,NA,"8.6","72.0","6133362"
"KINGSVILLE MOE","42.043","-82.674","ON","21.4","4","-0.1","29.0","4","11.0","4","0.0","4",NA,"62.4","4",NA,"0.0","8","","",NA,"1.5","94.6","6134190"
"LONG POINT (AUT)","42.567","-80.050","ON","21.1","2",NA,"25.4","1","13.8","1","",,NA,"",,NA,"","","",,NA,"0.5","89.4","6134F10"
"NEW GLASGOW","42.514","-81.636","ON","20.3","13","0.0","30.0","13","11.0","13","0.0","13",NA,"33.0","13",NA,"","5","","",NA,"1.0","42.0","6135583"
"PORT COLBORNE","42.883","-79.250","ON","21.2","7","-0.1","30.0","7","11.0","7","0.0","7",NA,"73.0","7",NA,"0.0","7","","",NA,"2.7","80.6","6136606"
"PORT WELLER (AUT)","43.250","-79.217","ON","21.2","1",NA,"30.1","1","14.0","0","",,NA,"53.7","1",NA,"","7","",,NA,"0.3","97.3","6136699"
"RIDGETOWN RCS","42.450","-81.883","ON","19.0","0",NA,"30.4","0","3.3","0","",,NA,"61.5","0",NA,"","5","",,NA,"20.6","50.5","6137154"
"ST THOMAS WPCP","42.768","-81.205","ON","19.9","9","-0.4","31.0","6","6.0","6","0.0","6",NA,"30.0","6",NA,"0.0","6","","",NA,"8.4","49.8","6137362"
"TILLSONBURG WWTP","42.855","-80.722","ON","",,NA,"",,"",,"0.0","0",NA,"24.4","0",NA,"0.0","4","","",NA,"","","6138270"
"VINELAND STATION RCS","43.183","-79.400","ON","19.9","9",NA,"29.2","9","9.0","0","",,NA,"83.1","12",NA,"","7","",,NA,"8.5","50.7","6139148"
"WELLAND-PELHAM","42.967","-79.333","ON","19.0","0",NA,"29.0","0","7.9","0","",,NA,"54.3","18",NA,"","3","",,NA,"19.2","50.8","6139449"
"WINDSOR RIVERSIDE","42.333","-82.933","ON","21.9","0",NA,"31.5","0","10.5","0","0.0","0",NA,"251.7","0",NA,"0.0","10","","",NA,"1.9","121.4","6139520"
"WINDSOR A","42.276","-82.955","ON","20.4","0",NA,"30.3","0","8.6","0","0.0","0",NA,"145.2","0",NA,"","8","",,NA,"6.7","80.6","6139527"
"PORT COLBORNE (AUT)","42.867","-79.250","ON","20.3","0",NA,"26.5","0","12.2","0","",,NA,"",,NA,"","","",,NA,"5.2","76.2","613F606"
"POINT PELEE CS","41.949","-82.519","ON","20.4","0",NA,"29.1","0","8.5","0","",,NA,"",,NA,"","","",,NA,"9.0","84.7","613P001"
"BRANTFORD AIRPORT","43.138","-80.331","ON","18.6","0",NA,"30.8","0","5.4","0","",,NA,"51.9","0",NA,"","8","",,NA,"25.9","44.2","6140942"
"DORCHESTER","43.002","-81.033","ON","",,NA,"",,"",,"0.0","0",NA,"69.7","0",NA,"0.0","5","","",NA,"","","6142066"
"ELORA RCS","43.650","-80.417","ON","16.9","0",NA,"28.3","0","5.8","0","",,NA,"68.1","0",NA,"","15","",,NA,"48.0","15.4","6142286"
"FERGUS SHAND DAM","43.735","-80.330","ON","18.4","0","-0.6","28.5","0","8.0","0","0.0","0",NA,"48.3","0","50.0","0.0","9","","",NA,"25.8","38.0","6142400"
"FERGUS MOE","43.702","-80.379","ON","18.3","0",NA,"29.0","0","6.0","0","0.0","0",NA,"66.8","0",NA,"0.0","13","","",NA,"27.3","38.1","6142402"
"GUELPH TURFGRASS","43.550","-80.217","ON","17.3","0",NA,"28.9","0","4.1","0","",,NA,"",,NA,"","","",,NA,"45.7","24.2","6143089"
"KITCHENER/WATERLOO","43.461","-80.379","ON","17.8","0",NA,"28.9","0","5.0","0","",,NA,"52.9","0",NA,"","11","",,NA,"34.5","28.6","6144239"
"LONDON A","43.033","-81.151","ON","18.6","0",NA,"29.9","0","5.9","0","",,NA,"",,NA,"","","",,NA,"23.5","43.3","6144473"
"LONDON CS","43.033","-81.150","ON","18.9","0",NA,"30.3","0","6.5","0","",,NA,"42.4","0",NA,"","7","",,NA,"20.8","50.2","6144478"
"MOUNT FOREST (AUT)","43.983","-80.750","ON","17.4","1",NA,"27.6","1","3.4","0","",,NA,"36.4","2",NA,"","9","",,NA,"43.9","26.3","6145504"
"ROSEVILLE","43.354","-80.474","ON","18.5","0","-0.9","29.0","0","7.5","0","0.0","0",NA,"122.2","0","146.0","0.0","10","","",NA,"23.8","40.3","6147188"
"STRATHROY-MULLIFARRY","42.981","-81.643","ON","19.1","2",NA,"30.5","2","5.0","2","0.0","2",NA,"29.2","2",NA,"0.0","5","","",NA,"16.5","49.6","6148122"
"WOODSTOCK","43.136","-80.771","ON","19.4","13","-0.4","30.5","13","6.0","13","0.0","13",NA,"108.2","13",NA,"0.0","7","","",NA,"13.1","37.6","6149625"
"BELLEVILLE","44.151","-77.395","ON","20.5","1","-0.3","29.5","1","9.5","1","0.0","1",NA,"47.3","1",NA,"0.0","8","","",NA,"5.8","81.9","6150689"
"BURLINGTON PIERS (AUT)","43.300","-79.800","ON","20.5","0",NA,"30.2","0","12.3","0","",,NA,"",,NA,"","","",,NA,"7.2","85.4","6151061"
"CENTREVILLE","44.403","-76.908","ON","19.1","0","-0.5","29.5","0","7.0","0","0.0","0",NA,"128.2","0","187.0","0.0","11","","",NA,"18.5","53.3","6151309"
"COBOURG (AUT)","43.950","-78.167","ON","18.5","0",NA,"26.4","0","7.8","0","",,NA,"28.0","0",NA,"","5","",,NA,"26.0","40.5","6151684"
"COBOURG STP","43.967","-78.183","ON","19.6","15","0.1","27.0","15","9.0","15","0.0","15",NA,"21.3","15",NA,"0.0","6","","",NA,"2.7","27.7","6151689"
"GEORGETOWN WWTP","43.640","-79.879","ON","18.6","12","-0.4","31.0","12","5.5","12","0.0","12",NA,"45.5","12",NA,"0.0","6","","",NA,"13.3","24.4","6152695"
"HAMILTON A","43.174","-79.935","ON","18.7","1",NA,"29.2","0","7.8","1","0.0","0",NA,"74.8","0",NA,"","9","",,NA,"22.2","42.5","6153193"
"HAMILTON RBG CS","43.292","-79.908","ON","19.4","1",NA,"30.1","1","7.3","0","",,NA,"53.4","1",NA,"","6","",,NA,"16.8","60.2","6153301"
