"Environment and Climate Change Canada"
"Monthly Values for November - 2017"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"RED LAKE A","51.067","-93.793","ON","",,NA,"1.4","5","",,"",,NA,"",,NA,"15.0","","",,NA,"","","6016970"
"SANDY LAKE A","53.064","-93.344","ON","-11.1","3",NA,"0.2","3","-26.6","2","",,NA,"0.0","3",NA,"","0","",,NA,"785.1","0.0","6017401"
"BARWICK","48.633","-93.967","ON","-4.6","0","-1.2","8.0","0","-25.0","0","21.8","0","77.0","21.8","0","52.0","0.0","4","","",NA,"676.6","0.0","6020559"
"ATIKOKAN (AUT)","48.761","-91.628","ON","-4.9","6",NA,"4.9","6","-24.2","1","",,NA,"20.4","6",NA,"8.0","4","",,NA,"549.4","0.0","6020LPQ"
"FORT FRANCES RCS","48.651","-93.439","ON","-6.3","2",NA,"5.3","2","-26.8","0","",,NA,"21.8","1",NA,"2.0","5","",,NA,"681.1","0.0","6022474"
"MINE CENTRE SOUTHWEST","48.760","-92.623","ON","-5.8","0",NA,"5.0","0","-26.0","0","27.0","0",NA,"34.6","0",NA,"13.0","9","","",NA,"712.6","0.0","6025205"
"DRYDEN REGIONAL","49.828","-92.744","ON","-6.6","3",NA,"3.5","3","-19.5","3","",,NA,"17.9","4",NA,"","3","",,NA,"664.1","0.0","6032125"
"KENORA RCS","49.791","-94.378","ON","-6.5","4",NA,"4.1","3","-17.1","3","",,NA,"10.5","4",NA,"11.0","4","",,NA,"636.6","0.0","6034073"
"KENORA A","49.788","-94.363","ON","-6.4","1",NA,"4.1","1","-16.9","0","42.9","0",NA,"31.6","1",NA,"5.0","9","",,NA,"708.5","0.0","6034076"
"RAWSON LAKE","49.650","-93.717","ON","-6.5","0","-2.2","3.5","0","-17.5","0","27.0","0","81.0","40.8","0","93.0","9.0","12","","",NA,"735.1","0.0","6036904"
"RAWSON LAKE (AUT)","49.664","-93.733","ON","-6.6","0",NA,"3.5","0","-17.9","0","",,NA,"36.9","0",NA,"6.0","11","",,NA,"738.4","0.0","6036907"
"ROYAL ISLAND (AUT)","49.469","-94.763","ON","-4.8","1",NA,"6.0","1","-15.2","1","",,NA,"",,NA,"","","",,NA,"661.6","0.0","6037201"
"SIOUX LOOKOUT A","50.114","-91.908","ON","-7.4","1",NA,"3.0","1","-26.0","0","",,NA,"",,NA,"","","",,NA,"735.3","0.0","6037776"
"ARMSTRONG (AUT)","50.294","-88.905","ON","-7.5","1",NA,"2.4","1","-26.7","1","",,NA,"73.7","1",NA,"25.0","14","",,NA,"739.4","0.0","6040325"
"CAMERON FALLS (AUT)","49.154","-88.345","ON","-4.3","0",NA,"6.0","0","-18.2","0","",,NA,"43.8","0",NA,"3.0","9","",,NA,"668.2","0.0","6041110"
"CARIBOU ISLAND (AUT)","47.333","-85.833","ON","1.3","3",NA,"7.1","3","-11.9","3","",,NA,"",,NA,"","","",,NA,"451.4","0.0","6041222"
"GERALDTON A","49.779","-86.939","ON","-7.5","1",NA,"4.1","1","-24.6","0","66.4","1",NA,"61.3","0",NA,"28.0","16","",,NA,"739.1","0.0","6042717"
"HAZELWOOD","48.467","-89.267","ON","",,NA,"",,"",,"21.0","1",NA,"33.0","1",NA,"15.0","5","","",NA,"","","6043390"
"PUKASKWA (AUT)","48.608","-86.287","ON","-3.0","0",NA,"6.2","0","-20.8","0","",,NA,"76.2","0",NA,"","10","",,NA,"628.8","0.0","6046768"
"THUNDER BAY","48.372","-89.322","ON","-3.6","10",NA,"7.2","10","-18.7","10","",,NA,"33.1","10",NA,"","6","",,NA,"432.9","0.0","6048260"
"THUNDER BAY BURWOOD","48.414","-89.278","ON","-3.5","15",NA,"7.0","15","-21.0","15","3.0","15",NA,"19.6","15",NA,"0.0","4","","",NA,"321.9","0.0","6048266"
"THUNDER BAY CS","48.369","-89.327","ON","-3.4","13",NA,"5.0","13","-18.5","3","",,NA,"43.5","13",NA,"","11","",,NA,"363.3","0.0","6048268"
"UPSALA (AUT)","49.033","-90.467","ON","-7.0","0",NA,"3.7","0","-28.4","0","",,NA,"72.3","0",NA,"19.0","16","",,NA,"749.2","0.0","6049095"
"WELCOME ISLAND (AUT)","48.369","-89.119","ON","-1.7","0",NA,"8.0","0","-14.8","0","",,NA,"",,NA,"","","",,NA,"591.2","0.0","6049443"
"LITTLE FLATLAND ISLAND (AUT)","49.690","-88.306","ON","-2.4","1",NA,"4.8","1","-11.2","1","",,NA,"136.2","1",NA,"4.0","23","",,NA,"591.5","0.0","6049470"
"LAKE SUPERIOR PROVINCIAL PARK","47.723","-84.814","ON","-3.4","0",NA,"6.5","0","-23.0","0","",,NA,"104.9","0",NA,"7.0","16","",,NA,"642.0","0.0","6054425"
"SAULT STE MARIE A","46.485","-84.510","ON","0.2","2",NA,"10.6","2","-19.0","0","43.6","1",NA,"101.9","1",NA,"0.0","16","",,NA,"497.4","0.0","6057591"
"WAWA A","47.967","-84.786","ON","",,NA,"8.6","7","",,"",,NA,"",,NA,"","","",,NA,"","","6059407"
"KILLARNEY (AUT)","45.967","-81.483","ON","1.4","0",NA,"10.3","0","-14.9","0","",,NA,"",,NA,"","","",,NA,"497.8","0.0","605DJ25"
"CHAPLEAU A","47.820","-83.347","ON","",,NA,"7.6","5","",,"",,NA,"",,NA,"8.0","","",,NA,"","","6061362"
"MASSEY","46.193","-82.025","ON","0.2","0","-0.1","11.0","0","-16.0","0","7.4","0","33.0","89.0","0","101.0","0.0","10","","",NA,"535.5","0.0","6065006"
"MONETVILLE 2","46.215","-80.303","ON","-0.5","7",NA,"10.0","7","-15.5","7","31.0","7",NA,"76.5","7",NA,"0.0","13","","",NA,"425.1","0.0","6065252"
"SUDBURY CLIMATE","46.632","-80.796","ON","-2.6","0",NA,"8.7","0","-18.6","0","",,NA,"61.3","0",NA,"","12","",,NA,"617.3","0.0","6068145"
"SUDBURY A","46.626","-80.798","ON","-2.7","1",NA,"8.7","1","-18.5","0","55.8","0",NA,"75.0","0",NA,"2.0","13","",,NA,"599.7","0.0","6068153"
"BONNER LAKE","49.383","-82.124","ON","-6.7","4",NA,"5.0","2","-20.0","2","60.2","2",NA,"85.8","2",NA,"28.0","15","","",NA,"642.4","0.0","6070QK6"
"EARLTON A","47.695","-79.849","ON","-3.5","16",NA,"6.1","16","-16.9","16","",,NA,"25.7","16",NA,"","6","",,NA,"300.8","0.0","6072223"
"EARLTON CLIMATE","47.695","-79.849","ON","-3.9","0",NA,"6.4","0","-18.3","0","",,NA,"66.7","0",NA,"3.0","13","",,NA,"657.3","0.0","6072230"
"KAPUSKASING A","49.412","-82.468","ON","-6.2","2",NA,"5.3","2","-19.6","0","62.0","1",NA,"72.0","2",NA,"15.0","16","",,NA,"676.9","0.0","6073976"
"KAPUSKASING CDA ON","49.406","-82.444","ON","-6.1","0",NA,"5.4","0","-19.7","0","",,NA,"60.1","0",NA,"15.0","15","",,NA,"722.1","0.0","6073980"
"KIRKLAND LAKE CS","48.150","-80.000","ON","-4.7","0",NA,"5.9","0","-18.7","0","",,NA,"53.2","0",NA,"12.0","8","",,NA,"681.7","0.0","6074211"
"MOOSONEE","51.291","-80.608","ON","-7.5","14",NA,"4.5","14","-19.0","14","",,NA,"12.5","14",NA,"","4","",,NA,"407.8","0.0","6075420"
"MOOSONEE UA","51.267","-80.650","ON","-7.7","9","-3.3","3.0","9","-21.0","9","47.0","9",NA,"51.8","9",NA,"","13","","",NA,"538.9","0.0","6075425"
"MOOSONEE RCS","51.292","-80.618","ON","-7.2","0",NA,"5.0","0","-20.0","0","",,NA,"70.5","0",NA,"19.0","13","",,NA,"754.8","0.0","6075435"
"NAGAGAMI (AUT)","49.747","-84.164","ON","-7.1","0",NA,"5.5","0","-20.3","0","",,NA,"63.1","0",NA,"21.0","13","",,NA,"754.2","0.0","6075543"
"OGOKI POST A","51.659","-85.901","ON","-9.3","1",NA,"3.2","1","-24.5","0","",,NA,"22.3","0",NA,"","7","",,NA,"791.0","0.0","6075786"
"TIMMINS CLIMATE","48.557","-81.390","ON","-4.9","0",NA,"7.6","0","-19.8","0","",,NA,"71.4","0",NA,"10.0","14","",,NA,"688.2","0.0","6078282"
"TIMMINS A","48.571","-81.377","ON","-5.2","2",NA,"7.7","2","-20.1","0","",,NA,"",,NA,"","","",,NA,"648.3","0.0","6078286"
"ALGONQUIN PARK EAST GATE","45.533","-78.267","ON","-2.0","0",NA,"13.2","0","-16.6","0","",,NA,"81.3","0",NA,"1.0","12","",,NA,"599.4","0.0","6080192"
"NORTH BAY A","46.364","-79.424","ON","-2.6","10",NA,"10.0","10","-17.6","9","",,NA,"59.5","10",NA,"","12","",,NA,"411.1","0.0","6085680"
"GORE BAY CLIMATE","45.883","-82.567","ON","1.4","0",NA,"10.3","0","-13.3","0","",,NA,"74.9","0",NA,"0.0","13","",,NA,"496.8","0.0","6092920"
"GREAT DUCK ISLAND (AUT)","45.633","-82.950","ON","2.9","1",NA,"10.4","1","-12.7","1","",,NA,"",,NA,"","","",,NA,"437.3","0.0","6093005"
"SANDFIELD","45.690","-81.982","ON","2.2","2",NA,"10.0","2","-11.0","2","8.0","2",NA,"126.6","2",NA,"0.0","15","","",NA,"443.7","0.0","6097426"
"APPLETON","45.186","-76.113","ON","0.4","0",NA,"13.5","0","-14.5","0","9.2","0",NA,"92.2","0",NA,"0.0","14","","",NA,"528.9","0.0","6100285"
"BROCKVILLE CLIMATE","44.635","-75.748","ON","1.4","0",NA,"16.1","0","-12.7","0","",,NA,"83.6","0",NA,"","14","",,NA,"498.1","0.0","6100970"
"BROCKVILLE PCC","44.600","-75.667","ON","2.2","0","-1.2","16.0","0","-10.5","0","9.2","0","72.0","87.9","0","95.0","0.0","13","","",NA,"473.2","0.0","6100971"
"CHALK RIVER AECL","46.050","-77.367","ON","-0.3","8","-1.0","8.5","8","-13.0","8","8.8","8",NA,"40.8","8",NA,"5.0","9","","",NA,"402.5","0.0","6101335"
"CORNWALL","45.016","-74.749","ON","1.8","1","-1.3","17.0","1","-13.0","1","21.0","1",NA,"94.3","1",NA,"0.0","12","","",NA,"468.9","0.0","6101874"
"DRUMMOND CENTRE","45.032","-76.253","ON","0.6","0","-1.0","14.0","0","-12.5","0","8.8","0","56.0","78.2","0","94.0","0.0","13","","",NA,"523.1","0.0","6102J13"
"HARTINGTON IHD","44.428","-76.690","ON","1.9","0","-0.5","14.5","0","-11.0","0","5.0","0","41.0","106.2","0","104.0","0.0","13","","",NA,"482.1","0.0","6103367"
"KEMPTVILLE CS","45.000","-75.633","ON","0.5","0",NA,"14.8","0","-14.8","0","",,NA,"88.0","0",NA,"","11","",,NA,"523.7","0.0","6104027"
"KINGSTON CLIMATE","44.223","-76.599","ON","3.2","6",NA,"15.0","6","-10.2","5","",,NA,"82.0","6",NA,"","11","",,NA,"356.1","0.0","6104142"
"LYNDHURST SHAWMERE","44.517","-76.083","ON","2.1","2","-1.1","14.5","2","-10.0","2","11.4","2",NA,"88.9","2",NA,"0.0","13","","",NA,"446.3","0.0","6104725"
"MOOSE CREEK WELLS","45.251","-74.963","ON","0.2","0",NA,"15.5","0","-16.5","0","",,NA,"77.6","0",NA,"0.0","11","",,NA,"534.9","0.0","6105397"
"OMPAH-SEITZ","45.054","-76.784","ON","-0.3","0",NA,"13.0","0","-14.0","0","14.0","0",NA,"104.6","0",NA,"0.0","14","","",NA,"549.3","0.0","6105762"
"OTTAWA CDA","45.383","-75.717","ON","1.1","0","-0.9","14.5","0","-11.0","0","14.4","0","90.0","86.4","0","104.0","0.0","11","","",NA,"507.1","0.0","6105976"
"OTTAWA CDA RCS","45.383","-75.717","ON","0.6","0",NA,"14.4","0","-11.6","0","",,NA,"85.6","0",NA,"2.0","13","",,NA,"522.9","0.0","6105978"
"OTTAWA INTL A","45.317","-75.667","ON","-0.1","1",NA,"14.1","1","-14.2","0","13.4","0",NA,"85.2","1",NA,"","13","",,NA,"524.5","0.0","6106001"
"PEMBROKE CLIMATE","45.860","-77.252","ON","-1.2","0",NA,"13.8","0","-15.5","0","",,NA,"69.0","0",NA,"0.0","13","",,NA,"577.0","0.0","6106367"
"PETAWAWA AWOS 2","45.950","-77.317","ON","-0.6","6",NA,"12.7","6","-14.8","1","",,NA,"46.5","4",NA,"","9","",,NA,"445.9","0.0","6106396"
"ST. ALBERT","45.287","-75.064","ON","0.3","0","-1.2","15.0","0","-16.0","0","11.0","0","76.0","95.3","0","100.0","0.0","13","","",NA,"531.1","0.0","6107276"
"PETAWAWA HOFFMAN","45.883","-77.250","ON","-0.7","0",NA,"12.0","0","-14.5","0","30.6","0",NA,"85.8","0",NA,"4.0","14","","",NA,"559.6","0.0","610FC98"
"BALDWIN","44.267","-79.319","ON","2.7","4",NA,"16.5","4","-13.5","4","5.4","4",NA,"69.6","4",NA,"0.0","9","","",NA,"397.6","0.0","6110480"
"BARRIE LANDFILL","44.385","-79.736","ON","2.0","8",NA,"15.5","4","-14.0","4","12.0","4",NA,"75.2","4",NA,"0.0","12","","",NA,"351.7","0.0","6110556"
"BEATRICE CLIMATE","45.140","-79.403","ON","0.4","6",NA,"14.3","6","-14.8","5","",,NA,"64.6","6",NA,"1.0","8","",,NA,"421.5","0.0","6110607"
"COLDWATER WARMINSTER","44.631","-79.539","ON","2.1","11",NA,"15.0","11","-16.0","11","15.2","11",NA,"62.8","11",NA,"0.0","7","","",NA,"301.7","0.0","6111769"
"COLLINGWOOD","44.500","-80.217","ON","3.2","0",NA,"17.3","0","-11.2","0","",,NA,"70.8","0",NA,"","12","",,NA,"444.8","0.0","6111792"
"LAGOON CITY","44.547","-79.217","ON","1.8","0",NA,"13.0","0","-13.2","0","",,NA,"",,NA,"","","",,NA,"486.9","0.0","6114295"
"MARKDALE","44.269","-80.712","ON","1.1","2",NA,"14.5","2","-14.0","2","24.8","2",NA,"108.2","2",NA,"0.0","14","","",NA,"474.1","0.0","6114979"
"MUSKOKA","44.975","-79.303","ON","-0.6","12",NA,"14.4","12","-15.4","11","",,NA,"53.8","14",NA,"","5","",,NA,"333.9","0.0","6115529"
"NIPISSING","46.100","-79.521","ON","",,NA,"",,"",,"9.0","15",NA,"32.8","15",NA,"0.0","7","","",NA,"","","6115669"
"ORILLIA BRAIN","44.603","-79.439","ON","1.5","2",NA,"15.5","2","-15.5","2","43.4","2",NA,"102.2","2",NA,"","10","","",NA,"462.4","0.0","6115811"
"PARRY SOUND CCG","45.344","-80.044","ON","1.3","0",NA,"13.3","0","-14.1","0","",,NA,"9.8","0",NA,"0.0","1","",,NA,"502.2","0.0","6116257"
"SHANTY BAY","44.399","-79.633","ON","2.0","0","-0.6","15.0","0","-14.0","0","21.4","0","64.0","81.2","0","83.0","0.0","12","","",NA,"479.9","0.0","6117684"
"BARRIE-ORO","44.483","-79.550","ON","1.1","0",NA,"15.6","0","-15.4","0","",,NA,"77.5","0",NA,"0.0","13","",,NA,"507.4","0.0","6117700"
"SPRUCEDALE","45.425","-79.488","ON","",,NA,"",,"",,"35.8","1",NA,"75.8","1",NA,"4.0","15","","",NA,"","","6117981"
"THORNBURY 3","44.551","-80.468","ON","",,NA,"",,"",,"17.0","0",NA,"86.2","0",NA,"0.0","15","","",NA,"","","6118240"
"UDORA","44.263","-79.161","ON","1.6","0","-0.8","16.0","0","-14.0","0","7.0","0","38.0","63.0","0","76.0","0.0","11","","",NA,"492.8","0.0","6119055"
"WIARTON A","44.744","-81.109","ON","2.2","1",NA,"14.8","1","-11.5","0","15.4","0",NA,"93.4","0",NA,"","12","",,NA,"458.0","0.0","6119499"
"WESTERN ISLAND (AUT)","45.033","-80.367","ON","3.3","1",NA,"13.8","1","-11.1","1","",,NA,"",,NA,"","","",,NA,"426.8","0.0","6119M51"
"BORDEN AWOS","44.272","-79.912","ON","1.6","3",NA,"16.8","2","-19.1","2","",,NA,"22.5","4",NA,"","7","",,NA,"443.6","0.0","611B002"
"EGBERT CS","44.233","-79.783","ON","1.7","0",NA,"16.1","0","-15.4","0","",,NA,"69.1","0",NA,"1.0","9","",,NA,"489.4","0.0","611E001"
"COVE ISLAND (AUT)","45.333","-81.733","ON","3.4","2",NA,"11.0","1","-11.2","2","",,NA,"",,NA,"","","",,NA,"408.8","0.0","61219J2"
"GODERICH","43.767","-81.717","ON","3.3","1",NA,"16.5","1","-12.9","0","",,NA,"94.5","1",NA,"","11","",,NA,"425.4","0.0","6122847"
"KINCARDINE","44.173","-81.623","ON","3.5","13",NA,"14.0","13","-8.5","13","5.2","13",NA,"58.2","13",NA,"0.0","9","","",NA,"247.1","0.0","6124127"
"SARNIA","42.999","-82.309","ON","3.7","3",NA,"16.9","3","-12.2","3","",,NA,"0.0","3",NA,"","0","",,NA,"385.9","0.0","6127510"
"SARNIA CLIMATE","43.000","-82.300","ON","3.6","0",NA,"17.0","0","-12.3","0","",,NA,"71.1","0",NA,"","11","",,NA,"431.8","0.0","6127519"
"TOBERMORY RCS","45.233","-81.633","ON","2.2","5",NA,"11.1","5","-12.2","0","",,NA,"74.8","5",NA,"","12","",,NA,"395.3","0.0","6128330"
"WROXETER","43.863","-81.152","ON","",,NA,"",,"",,"11.6","0",NA,"90.6","0",NA,"0.0","13","","",NA,"","","6129660"
"AMHERSTBURG","42.103","-83.094","ON","4.8","0","-0.2","15.5","0","-7.0","0","0.0","0","0.0","160.5","0","226.0","0.0","10","","",NA,"395.5","0.0","6130257"
"CHATHAM WPCP","42.390","-82.215","ON","7.4","27","2.2","15.5","27","2.0","27","0.0","27",NA,"0.0","27",NA,"","0","","",NA,"31.9","0.0","6131415"
"DELHI CS","42.867","-80.550","ON","3.2","0",NA,"16.8","0","-10.9","0","",,NA,"102.6","0",NA,"","11","",,NA,"445.4","0.0","6131983"
"FORT ERIE","42.883","-78.967","ON","5.1","5","0.2","17.0","5","-16.0","5","0.0","5",NA,"127.1","5",NA,"0.0","8","","",NA,"322.6","0.0","6132470"
"GRIMSBY MOUNTAIN","43.184","-79.558","ON","4.3","0",NA,"16.5","0","-9.0","0","0.6","0",NA,"88.6","0",NA,"0.0","11","","",NA,"410.7","0.0","6133055"
"HARROW CDA AUTO","42.033","-82.900","ON","4.5","1",NA,"16.8","1","-8.1","0","",,NA,"153.6","1",NA,"","10","",,NA,"391.8","0.0","6133362"
"KINGSVILLE MOE","42.043","-82.674","ON","5.2","4","0.2","16.0","4","-6.0","4","0.0","4",NA,"106.0","4",NA,"","7","","",NA,"332.3","0.0","6134190"
"LONG POINT (AUT)","42.567","-80.050","ON","6.4","1",NA,"17.5","1","-7.0","1","",,NA,"",,NA,"","","",,NA,"337.5","0.0","6134F10"
"NEW GLASGOW","42.514","-81.636","ON","4.5","0","-0.3","17.0","0","-12.0","0","7.0","0","177.0","136.0","0","151.0","0.0","12","","",NA,"405.5","0.0","6135583"
"PORT COLBORNE","42.883","-79.250","ON","5.4","8","0.0","18.0","8","-9.0","8","0.0","8",NA,"94.9","8",NA,"","5","","",NA,"276.8","0.0","6136606"
"PORT WELLER (AUT)","43.250","-79.217","ON","5.0","3",NA,"16.7","3","-4.9","1","",,NA,"43.9","3",NA,"","9","",,NA,"351.4","0.0","6136699"
"RIDGETOWN RCS","42.450","-81.883","ON","3.8","0",NA,"17.3","0","-10.5","0","",,NA,"123.0","0",NA,"","10","",,NA,"425.8","0.0","6137154"
"ST THOMAS WPCP","42.768","-81.205","ON","5.0","13","0.6","16.0","7","-4.5","7","0.0","9",NA,"103.0","8",NA,"0.0","10","","",NA,"220.2","0.0","6137362"
"TILLSONBURG WWTP","42.855","-80.722","ON","",,NA,"",,"",,"1.0","0",NA,"116.8","0",NA,"0.0","11","","",NA,"","","6138270"
"VINELAND STATION RCS","43.183","-79.400","ON","4.6","0",NA,"17.9","0","-7.5","0","",,NA,"65.0","0",NA,"","12","",,NA,"402.2","0.0","6139148"
"WELLAND-PELHAM","42.967","-79.333","ON","3.8","1",NA,"17.0","1","-10.0","0","",,NA,"98.1","1",NA,"","13","",,NA,"411.4","0.0","6139449"
"WINDSOR RIVERSIDE","42.333","-82.933","ON","5.4","0",NA,"17.0","0","-6.5","0","0.4","0",NA,"130.8","0",NA,"0.0","10","","",NA,"379.5","0.0","6139520"
"WINDSOR A","42.276","-82.955","ON","4.4","3",NA,"16.6","2","-5.5","2","0.4","1",NA,"144.6","2",NA,"","10","",,NA,"368.1","0.0","6139527"
"PORT COLBORNE (AUT)","42.867","-79.250","ON","5.4","1",NA,"16.4","0","-7.5","1","",,NA,"",,NA,"","","",,NA,"366.1","0.0","613F606"
"POINT PELEE CS","41.949","-82.519","ON","4.9","0",NA,"17.1","0","-6.1","0","",,NA,"",,NA,"","","",,NA,"393.7","0.0","613P001"
"BRANTFORD AIRPORT","43.138","-80.331","ON","2.7","0",NA,"16.5","0","-10.9","0","",,NA,"87.3","0",NA,"","12","",,NA,"460.3","0.0","6140942"
"ELORA RCS","43.650","-80.417","ON","1.2","2",NA,"15.4","2","-14.6","1","",,NA,"96.1","1",NA,"","17","",,NA,"471.0","0.0","6142286"
"FERGUS SHAND DAM","43.735","-80.330","ON","1.8","0","-0.3","16.0","0","-13.5","0","5.6","0","45.0","92.4","0","99.0","0.0","13","","",NA,"486.8","0.0","6142400"
"FERGUS MOE","43.702","-80.379","ON","1.3","0",NA,"15.0","0","-13.5","0","2.2","0",NA,"94.4","0",NA,"0.0","13","","",NA,"502.1","0.0","6142402"
"GUELPH TURFGRASS","43.550","-80.217","ON","1.7","1",NA,"15.5","1","-13.8","1","",,NA,"",,NA,"","","",,NA,"473.7","0.0","6143089"
"KITCHENER/WATERLOO","43.461","-80.379","ON","2.0","0",NA,"16.1","0","-13.7","0","",,NA,"75.9","0",NA,"","12","",,NA,"480.0","0.0","6144239"
"LONDON A","43.033","-81.151","ON","2.6","1",NA,"16.3","1","-12.5","0","",,NA,"",,NA,"","","",,NA,"447.5","0.0","6144473"
"LONDON CS","43.033","-81.150","ON","2.8","0",NA,"16.3","0","-12.0","0","",,NA,"90.8","0",NA,"0.0","13","",,NA,"455.1","0.0","6144478"
"MOUNT FOREST (AUT)","43.983","-80.750","ON","1.1","0",NA,"15.1","0","-15.3","0","",,NA,"70.6","0",NA,"1.0","13","",,NA,"506.3","0.0","6145504"
"ROSEVILLE","43.354","-80.474","ON","3.5","6","0.9","15.0","6","-5.0","6","4.0","6",NA,"61.3","6",NA,"0.0","10","","",NA,"348.4","0.0","6147188"
"STRATHROY-MULLIFARRY","42.981","-81.643","ON","3.1","0",NA,"16.5","0","-15.5","0","7.0","0",NA,"96.8","0",NA,"0.0","17","","",NA,"447.6","0.0","6148122"
"WOODSTOCK","43.136","-80.771","ON","4.2","15","0.8","15.0","15","-4.0","15","0.0","15",NA,"47.4","15",NA,"","6","","",NA,"206.3","0.0","6149625"
"BELLEVILLE","44.151","-77.395","ON","2.9","0","-0.7","15.0","0","-10.0","0","3.0","0","27.0","77.8","0","81.0","0.0","11","","",NA,"453.4","0.0","6150689"
"BURLINGTON PIERS (AUT)","43.300","-79.800","ON","5.1","0",NA,"17.5","0","-7.9","0","",,NA,"",,NA,"","","",,NA,"387.9","0.0","6151061"
"CENTREVILLE","44.403","-76.908","ON","2.2","2","-0.3","14.5","2","-12.5","1","1.8","1",NA,"100.2","1",NA,"0.0","13","","",NA,"442.6","0.0","6151309"
"COBOURG (AUT)","43.950","-78.167","ON","3.5","2",NA,"13.7","2","-9.9","0","",,NA,"73.9","2",NA,"","9","",,NA,"407.2","0.0","6151684"
