"Environment and Climate Change Canada"
"Monthly Values for July - 2017"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"LITTLE FLATLAND ISLAND (AUT)","49.690","-88.306","ON","18.7","6",NA,"28.7","6","10.7","2","",,NA,"19.4","7",NA,"","4","",,NA,"11.1","27.6","6049470"
"LAKE SUPERIOR PROVINCIAL PARK","47.723","-84.814","ON","15.5","2",NA,"28.1","2","4.9","0","",,NA,"63.3","2",NA,"","7","",,NA,"75.7","4.6","6054425"
"SAULT STE MARIE A","46.485","-84.510","ON","17.1","0",NA,"29.2","0","6.5","0","0.0","0",NA,"126.4","0",NA,"","11","",,NA,"42.0","13.8","6057591"
"WAWA A","47.967","-84.786","ON","",,NA,"27.0","0","",,"",,NA,"",,NA,"","","",,NA,"","","6059407"
"KILLARNEY (AUT)","45.967","-81.483","ON","18.8","0",NA,"27.0","0","11.9","0","",,NA,"",,NA,"","","",,NA,"11.8","37.6","605DJ25"
"CHAPLEAU A","47.820","-83.347","ON","",,NA,"28.0","1","",,"",,NA,"",,NA,"","","",,NA,"","","6061362"
"MASSEY","46.193","-82.025","ON","18.5","1","-0.2","29.5","1","7.5","1","0.0","1",NA,"90.2","1",NA,"0.0","7","","",NA,"18.8","35.0","6065006"
"MONETVILLE 2","46.215","-80.303","ON","19.2","5",NA,"30.0","5","9.5","5","0.0","5",NA,"99.8","5",NA,"0.0","8","","",NA,"12.0","44.1","6065252"
"SUDBURY CLIMATE","46.632","-80.796","ON","17.5","3",NA,"29.0","3","6.7","1","",,NA,"78.2","3",NA,"","9","",,NA,"33.3","20.3","6068145"
"SUDBURY A","46.626","-80.798","ON","18.1","0",NA,"29.1","0","7.5","0","0.0","0",NA,"105.0","0",NA,"","9","",,NA,"28.6","31.1","6068153"
"BONNER LAKE","49.383","-82.124","ON","17.0","0",NA,"32.0","0","2.0","0","0.0","0",NA,"26.2","0",NA,"0.0","8","","",NA,"54.6","22.9","6070QK6"
"EARLTON A","47.695","-79.849","ON","17.6","5",NA,"35.5","5","5.3","5","",,NA,"63.6","5",NA,"","9","",,NA,"43.9","33.2","6072223"
"EARLTON CLIMATE","47.695","-79.849","ON","17.4","2",NA,"30.9","2","5.1","0","",,NA,"69.7","2",NA,"","8","",,NA,"45.4","27.4","6072230"
"KAPUSKASING A","49.412","-82.468","ON","16.9","0",NA,"31.1","0","3.6","0","0.0","0",NA,"25.8","0",NA,"","8","",,NA,"60.9","27.8","6073976"
"KAPUSKASING CDA ON","49.406","-82.444","ON","16.6","0",NA,"30.5","0","3.7","0","",,NA,"24.9","0",NA,"","7","",,NA,"67.1","24.0","6073980"
"KIRKLAND LAKE CS","48.150","-80.000","ON","17.7","0",NA,"30.0","0","6.8","0","",,NA,"23.4","0",NA,"","5","",,NA,"40.4","29.7","6074211"
"MOOSONEE","51.291","-80.608","ON","15.2","7",NA,"29.8","7","-0.2","7","",,NA,"36.5","7",NA,"","8","",,NA,"77.2","9.0","6075420"
"MOOSONEE UA","51.267","-80.650","ON","15.8","0","0.1","30.5","0","0.5","0","0.0","0",NA,"42.2","0","44.0","0.0","11","","",NA,"90.5","22.4","6075425"
"MOOSONEE RCS","51.292","-80.618","ON","15.2","0",NA,"30.3","0","1.4","0","",,NA,"33.3","0",NA,"","8","",,NA,"96.1","10.4","6075435"
"NAGAGAMI (AUT)","49.747","-84.164","ON","16.7","0",NA,"30.7","0","2.2","0","",,NA,"32.7","0",NA,"","6","",,NA,"63.2","24.1","6075543"
"OGOKI POST A","51.659","-85.901","ON","17.6","0",NA,"33.1","0","4.3","0","",,NA,"45.8","0",NA,"","9","",,NA,"48.4","37.4","6075786"
"TIMMINS CLIMATE","48.557","-81.390","ON","16.4","0",NA,"30.6","0","3.5","0","",,NA,"33.3","0",NA,"","16","",,NA,"69.6","20.2","6078282"
"TIMMINS A","48.571","-81.377","ON","16.3","0",NA,"30.7","0","3.1","0","",,NA,"",,NA,"","","",,NA,"73.8","20.1","6078286"
"ALGONQUIN PARK EAST GATE","45.533","-78.267","ON","17.7","0",NA,"29.2","0","6.6","0","",,NA,"75.8","0",NA,"","11","",,NA,"35.1","26.1","6080192"
"NORTH BAY A","46.364","-79.424","ON","18.4","9",NA,"28.1","9","6.9","9","",,NA,"71.1","9",NA,"","5","",,NA,"15.8","24.8","6085680"
"GORE BAY CLIMATE","45.883","-82.567","ON","19.0","0",NA,"28.3","0","9.9","0","",,NA,"55.5","0",NA,"","7","",,NA,"9.8","40.6","6092920"
"GREAT DUCK ISLAND (AUT)","45.633","-82.950","ON","18.7","2",NA,"25.8","2","12.2","0","",,NA,"",,NA,"","","",,NA,"11.6","32.9","6093005"
"SANDFIELD","45.690","-81.982","ON","19.8","0",NA,"28.0","0","13.0","0","0.0","0",NA,"87.4","0",NA,"0.0","11","","",NA,"5.0","62.3","6097426"
"APPLETON","45.186","-76.113","ON","19.9","1",NA,"29.5","1","10.5","1","0.0","1",NA,"261.4","1",NA,"0.0","13","","",NA,"7.0","65.0","6100285"
"BROCKVILLE CLIMATE","44.635","-75.748","ON","19.7","0",NA,"28.6","0","9.8","0","",,NA,"139.4","0",NA,"","9","",,NA,"7.6","59.2","6100970"
"BROCKVILLE PCC","44.600","-75.667","ON","20.3","0","-0.9","27.0","0","11.5","0","0.0","0",NA,"186.9","0","217.0","0.0","10","","",NA,"3.2","74.4","6100971"
"CHALK RIVER AECL","46.050","-77.367","ON","20.3","11","0.0","31.0","11","11.0","11","0.0","11",NA,"46.8","11",NA,"0.0","6","","",NA,"4.0","50.1","6101335"
"CORNWALL","45.016","-74.749","ON","21.2","0","-0.6","29.0","0","11.0","0","0.0","0",NA,"157.6","0","159.0","0.0","14","","",NA,"3.2","103.1","6101874"
"DRUMMOND CENTRE","45.032","-76.253","ON","19.6","0","-0.6","29.5","0","10.0","0","0.0","0",NA,"175.0","0","210.0","0.0","12","","",NA,"8.3","59.4","6102J13"
"HARTINGTON IHD","44.428","-76.690","ON","20.0","0","-0.8","28.0","0","11.5","0","0.0","0",NA,"159.6","0","235.0","0.0","8","","",NA,"3.4","64.5","6103367"
"KEMPTVILLE CS","45.000","-75.633","ON","19.6","0",NA,"28.6","0","9.4","0","",,NA,"156.6","0",NA,"","12","",,NA,"8.7","59.2","6104027"
"KINGSTON CLIMATE","44.223","-76.599","ON","19.9","0",NA,"27.4","0","11.2","0","",,NA,"144.9","0",NA,"","13","",,NA,"3.7","61.1","6104142"
"LYNDHURST SHAWMERE","44.517","-76.083","ON","20.2","5","-0.8","29.0","4","11.5","5","0.0","4",NA,"180.2","4",NA,"0.0","8","","",NA,"2.9","61.1","6104725"
"MOOSE CREEK WELLS","45.251","-74.963","ON","19.1","0",NA,"28.2","0","8.0","0","",,NA,"",,NA,"","","",,NA,"12.6","48.1","6105397"
"OMPAH-SEITZ","45.054","-76.784","ON","19.1","0",NA,"29.0","0","10.0","0","0.0","0",NA,"244.6","0",NA,"0.0","15","","",NA,"14.4","49.3","6105762"
"OTTAWA CDA","45.383","-75.717","ON","20.5","0","-0.6","29.5","0","11.5","0","0.0","0",NA,"169.6","0","201.0","0.0","10","","",NA,"2.2","81.1","6105976"
"OTTAWA CDA RCS","45.383","-75.717","ON","20.4","1",NA,"29.5","1","11.2","0","",,NA,"128.4","1",NA,"","11","",,NA,"1.3","72.2","6105978"
"OTTAWA INTL A","45.317","-75.667","ON","19.9","0",NA,"29.5","0","9.5","0","0.0","0",NA,"249.8","0",NA,"","13","",,NA,"4.8","63.8","6106001"
"PEMBROKE CLIMATE","45.860","-77.252","ON","19.3","0",NA,"30.5","0","9.0","0","",,NA,"139.0","0",NA,"","9","",,NA,"9.1","48.7","6106367"
"PETAWAWA AWOS 2","45.950","-77.317","ON","19.7","4",NA,"31.1","4","9.3","0","",,NA,"121.0","1",NA,"","10","",,NA,"5.7","52.8","6106396"
"ST. ALBERT","45.287","-75.064","ON","19.2","1","-1.1","29.0","1","7.0","1","0.0","1",NA,"169.4","1",NA,"0.0","13","","",NA,"12.7","50.1","6107276"
"PETAWAWA HOFFMAN","45.883","-77.250","ON","20.4","0",NA,"31.0","0","11.0","0","0.0","0",NA,"93.8","0",NA,"0.0","11","","",NA,"3.2","76.2","610FC98"
"BALDWIN","44.267","-79.319","ON","19.9","0",NA,"30.0","0","9.0","0","0.0","0",NA,"64.4","0",NA,"0.0","8","","",NA,"5.0","63.2","6110480"
"BARRIE LANDFILL","44.385","-79.736","ON","20.4","12",NA,"29.5","7","12.0","8","0.0","7",NA,"59.6","7",NA,"0.0","9","","",NA,"3.5","48.2","6110556"
"BEATRICE CLIMATE","45.140","-79.403","ON","17.9","1",NA,"28.0","1","7.8","0","",,NA,"79.6","1",NA,"","12","",,NA,"21.9","18.1","6110607"
"COLDWATER WARMINSTER","44.631","-79.539","ON","20.2","0",NA,"30.0","0","12.0","0","0.0","0",NA,"83.4","0",NA,"0.0","10","","",NA,"6.5","75.2","6111769"
"COLLINGWOOD","44.500","-80.217","ON","19.9","0",NA,"30.1","0","11.5","0","",,NA,"71.6","0",NA,"","8","",,NA,"3.9","61.8","6111792"
"LAGOON CITY","44.547","-79.217","ON","20.0","0",NA,"27.5","0","12.7","0","",,NA,"",,NA,"","","",,NA,"3.6","66.6","6114295"
"MARKDALE","44.269","-80.712","ON","18.8","2",NA,"28.5","2","8.0","2","0.0","2",NA,"113.4","2",NA,"0.0","11","","",NA,"9.5","34.0","6114979"
"MIDLAND WATER POLLUTION CONTROL PLANT","44.758","-79.875","ON","18.0","30","-2.8","24.0","30","12.0","30","0.0","30",NA,"0.0","30",NA,"","0","","",NA,"0.0","0.0","6115127"
"MUSKOKA","44.975","-79.303","ON","18.4","10",NA,"29.4","10","8.5","10","",,NA,"63.2","10",NA,"","8","",,NA,"11.0","20.3","6115529"
"NIPISSING","46.100","-79.521","ON","",,NA,"",,"",,"0.0","2",NA,"74.6","2",NA,"0.0","9","","",NA,"","","6115669"
"ORILLIA BRAIN","44.603","-79.439","ON","20.3","0",NA,"29.5","0","13.0","0","0.0","0",NA,"74.0","0",NA,"0.0","13","","",NA,"5.7","75.5","6115811"
"PARRY SOUND CCG","45.344","-80.044","ON","19.4","0",NA,"28.7","0","12.0","0","",,NA,"99.6","0",NA,"","11","",,NA,"5.7","50.6","6116257"
"SHANTY BAY","44.399","-79.633","ON","20.0","0","-0.1","30.0","0","10.5","0","0.0","0",NA,"65.0","0","89.0","0.0","8","","",NA,"5.6","67.6","6117684"
"BARRIE-ORO","44.483","-79.550","ON","19.0","0",NA,"29.1","0","9.7","0","",,NA,"73.6","0",NA,"","9","",,NA,"9.7","41.6","6117700"
"SPRUCEDALE","45.425","-79.488","ON","",,NA,"",,"",,"0.0","2",NA,"77.2","2",NA,"0.0","9","","",NA,"","","6117981"
"THORNBURY 3","44.551","-80.468","ON","",,NA,"",,"",,"0.0","0",NA,"83.3","0",NA,"0.0","11","","",NA,"","","6118240"
"UDORA","44.263","-79.161","ON","20.1","0","0.3","30.0","0","9.0","0","0.0","0",NA,"48.4","0","56.0","0.0","7","","",NA,"3.1","69.0","6119055"
"WIARTON A","44.744","-81.109","ON","18.9","0",NA,"27.8","0","9.8","0","0.0","0",NA,"120.2","0",NA,"","10","",,NA,"8.0","36.0","6119499"
"WESTERN ISLAND (AUT)","45.033","-80.367","ON","18.7","1",NA,"24.2","1","13.2","0","",,NA,"",,NA,"","","",,NA,"9.8","31.9","6119M51"
"BORDEN AWOS","44.272","-79.912","ON","19.1","22",NA,"31.0","20","7.6","12","",,NA,"5.0","22",NA,"","2","",,NA,"3.7","13.8","611B002"
"EGBERT CS","44.233","-79.783","ON","19.5","0",NA,"29.5","0","10.5","0","",,NA,"48.0","0",NA,"","8","",,NA,"5.7","53.6","611E001"
"COVE ISLAND (AUT)","45.333","-81.733","ON","18.7","2",NA,"25.4","2","14.0","0","",,NA,"",,NA,"","","",,NA,"9.3","29.5","61219J2"
"GODERICH","43.767","-81.717","ON","19.3","0",NA,"27.7","0","10.2","0","",,NA,"40.5","0",NA,"","8","",,NA,"7.8","47.8","6122847"
"KINCARDINE","44.173","-81.623","ON","19.7","14",NA,"29.0","14","10.0","14","0.0","14",NA,"43.8","14",NA,"0.0","7","","",NA,"1.6","31.0","6124127"
"SARNIA","42.999","-82.309","ON","21.4","2",NA,"30.4","2","12.8","2","",,NA,"0.0","2",NA,"","0","",,NA,"0.0","97.9","6127510"
"SARNIA CLIMATE","43.000","-82.300","ON","21.5","0",NA,"30.7","0","12.5","0","",,NA,"46.6","0",NA,"","8","",,NA,"0.0","108.5","6127519"
"TOBERMORY RCS","45.233","-81.633","ON","18.3","1",NA,"25.7","1","10.2","0","",,NA,"93.7","1",NA,"","11","",,NA,"17.0","26.8","6128330"
"WROXETER","43.863","-81.152","ON","",,NA,"",,"",,"0.0","0",NA,"79.0","0",NA,"0.0","8","","",NA,"","","6129660"
"AMHERSTBURG","42.103","-83.094","ON","23.6","2","0.4","33.0","2","13.0","2","0.0","1",NA,"50.4","1",NA,"0.0","7","","",NA,"0.0","162.5","6130257"
"DELHI CS","42.867","-80.550","ON","20.7","0",NA,"30.6","0","9.7","0","",,NA,"17.8","0",NA,"","3","",,NA,"0.7","84.5","6131983"
"FORT ERIE","42.883","-78.967","ON","20.8","4","-0.4","31.0","4","9.0","4","0.0","4",NA,"56.5","4",NA,"0.0","7","","",NA,"3.0","78.4","6132470"
"GRIMSBY MOUNTAIN","43.184","-79.558","ON","21.9","0",NA,"31.0","0","13.0","0","0.0","0",NA,"95.5","0",NA,"0.0","12","","",NA,"0.0","120.0","6133055"
"HARROW CDA AUTO","42.033","-82.900","ON","21.6","2",NA,"30.3","2","11.5","0","",,NA,"50.0","2",NA,"","5","",,NA,"0.0","105.6","6133362"
"KINGSVILLE MOE","42.043","-82.674","ON","22.1","10","-0.5","29.0","10","13.5","10","0.0","10",NA,"56.9","10",NA,"","6","","",NA,"0.0","85.1","6134190"
"LONG POINT (AUT)","42.567","-80.050","ON","21.5","1",NA,"26.5","1","16.9","0","",,NA,"",,NA,"","","",,NA,"0.0","105.0","6134F10"
"NEW GLASGOW","42.514","-81.636","ON","21.4","0","0.2","31.0","0","12.0","0","0.0","0",NA,"37.5","0","43.0","0.0","9","","",NA,"0.5","105.5","6135583"
"PORT COLBORNE","42.883","-79.250","ON","21.8","13","-0.1","31.5","13","14.0","13","0.0","13",NA,"49.8","13",NA,"0.0","6","","",NA,"0.0","67.8","6136606"
"PORT WELLER (AUT)","43.250","-79.217","ON","21.6","0",NA,"30.1","0","13.1","0","",,NA,"59.8","0",NA,"","8","",,NA,"0.0","111.6","6136699"
"RIDGETOWN RCS","42.450","-81.883","ON","21.2","0",NA,"31.7","0","9.7","0","",,NA,"36.1","0",NA,"","8","",,NA,"1.2","99.7","6137154"
"ST THOMAS WPCP","42.768","-81.205","ON","21.4","6","0.2","30.5","3","11.5","3","0.0","5",NA,"32.7","5",NA,"0.0","7","","",NA,"0.0","83.8","6137362"
"TILLSONBURG WWTP","42.855","-80.722","ON","",,NA,"",,"",,"0.0","0",NA,"22.2","0",NA,"0.0","7","","",NA,"","","6138270"
"VINELAND STATION RCS","43.183","-79.400","ON","21.6","1",NA,"30.4","1","13.2","0","",,NA,"66.5","1",NA,"","9","",,NA,"0.0","106.7","6139148"
"WELLAND-PELHAM","42.967","-79.333","ON","20.7","1",NA,"30.2","1","10.4","0","",,NA,"41.0","1",NA,"","6","",,NA,"2.2","83.0","6139449"
"WINDSOR RIVERSIDE","42.333","-82.933","ON","23.8","0",NA,"33.5","0","14.5","0","0.0","0",NA,"73.1","0",NA,"0.0","6","","",NA,"0.0","179.5","6139520"
"WINDSOR A","42.276","-82.955","ON","22.4","0",NA,"32.5","0","13.4","0","0.0","0",NA,"69.0","0",NA,"","7","",,NA,"0.0","137.0","6139527"
"PORT COLBORNE (AUT)","42.867","-79.250","ON","21.0","0",NA,"27.5","0","16.0","0","",,NA,"",,NA,"","","",,NA,"0.0","93.4","613F606"
"POINT PELEE CS","41.949","-82.519","ON","21.5","0",NA,"30.5","0","10.6","0","",,NA,"",,NA,"","","",,NA,"1.6","109.8","613P001"
"BRANTFORD AIRPORT","43.138","-80.331","ON","20.4","1",NA,"30.1","1","10.3","0","",,NA,"67.2","1",NA,"","5","",,NA,"1.2","73.8","6140942"
"DORCHESTER","43.002","-81.033","ON","",,NA,"",,"",,"0.0","0",NA,"95.6","0",NA,"0.0","8","","",NA,"","","6142066"
"ELORA RCS","43.650","-80.417","ON","18.7","0",NA,"28.1","0","9.5","0","",,NA,"35.6","0",NA,"","7","",,NA,"9.4","32.0","6142286"
"FERGUS SHAND DAM","43.735","-80.330","ON","19.7","0","-0.2","28.5","0","11.5","0","0.0","0",NA,"67.8","0","76.0","0.0","11","","",NA,"4.1","58.2","6142400"
"FERGUS MOE","43.702","-80.379","ON","19.7","2",NA,"28.5","1","10.5","1","0.0","1",NA,"50.4","1",NA,"0.0","12","","",NA,"2.5","51.7","6142402"
"GUELPH TURFGRASS","43.550","-80.217","ON","19.1","0",NA,"29.5","0","8.9","0","",,NA,"",,NA,"","","",,NA,"9.1","43.2","6143089"
"KITCHENER/WATERLOO","43.461","-80.379","ON","19.8","0",NA,"30.6","0","9.2","0","",,NA,"80.3","1",NA,"","6","",,NA,"3.2","58.5","6144239"
"LONDON A","43.033","-81.151","ON","20.5","0",NA,"29.5","0","10.5","0","",,NA,"",,NA,"","","",,NA,"0.8","78.3","6144473"
"LONDON CS","43.033","-81.150","ON","21.0","0",NA,"30.2","0","12.1","0","",,NA,"49.6","0",NA,"","5","",,NA,"0.2","93.8","6144478"
"MOUNT FOREST (AUT)","43.983","-80.750","ON","18.9","0",NA,"28.1","0","9.8","0","",,NA,"149.9","0",NA,"","11","",,NA,"9.4","37.8","6145504"
"ROSEVILLE","43.354","-80.474","ON","20.0","1","-0.4","29.0","1","10.5","1","0.0","1",NA,"68.1","1",NA,"0.0","7","","",NA,"2.7","63.2","6147188"
"STRATHROY-MULLIFARRY","42.981","-81.643","ON","21.1","0",NA,"30.5","0","10.0","0","0.0","0",NA,"51.6","0",NA,"0.0","7","","",NA,"0.5","96.2","6148122"
"WOODSTOCK","43.136","-80.771","ON","20.8","12","0.0","30.5","12","10.5","12","0.0","12",NA,"89.5","12",NA,"0.0","8","","",NA,"0.9","54.7","6149625"
"BELLEVILLE","44.151","-77.395","ON","21.4","0","-0.4","29.5","0","13.5","0","0.0","0",NA,"66.1","0","102.0","0.0","8","","",NA,"0.2","105.4","6150689"
"BURLINGTON PIERS (AUT)","43.300","-79.800","ON","21.7","0",NA,"30.1","0","14.6","0","",,NA,"",,NA,"","","",,NA,"0.0","113.5","6151061"
"CENTREVILLE","44.403","-76.908","ON","20.3","1","-0.6","29.0","1","10.5","1","0.0","1",NA,"119.6","1",NA,"0.0","10","","",NA,"2.9","70.8","6151309"
"COBOURG (AUT)","43.950","-78.167","ON","19.6","0",NA,"29.4","0","12.7","0","",,NA,"101.8","0",NA,"","11","",,NA,"3.4","52.4","6151684"
"COBOURG STP","43.967","-78.183","ON","19.4","13","-0.5","28.0","13","12.0","13","0.0","13",NA,"80.7","13",NA,"0.0","5","","",NA,"2.9","27.5","6151689"
"GEORGETOWN WWTP","43.640","-79.879","ON","20.1","11","0.1","31.0","11","9.0","11","0.0","11",NA,"50.4","11",NA,"0.0","5","","",NA,"3.0","44.9","6152695"
"HAMILTON A","43.174","-79.935","ON","20.5","0",NA,"29.2","0","11.1","0","0.0","0",NA,"110.8","0",NA,"","9","",,NA,"0.7","76.7","6153193"
