"Environment and Climate Change Canada"
"Monthly Values for February - 2017"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"GORE BAY CLIMATE","45.883","-82.567","ON","-4.0","0",NA,"7.8","0","-19.0","0","",,NA,"52.5","0",NA,"15.0","9","",,NA,"616.1","0.0","6092920"
"GREAT DUCK ISLAND (AUT)","45.633","-82.950","ON","-1.8","3",NA,"8.0","2","-12.9","1","",,NA,"",,NA,"","","",,NA,"495.2","0.0","6093005"
"SANDFIELD","45.690","-81.982","ON","-3.0","1",NA,"9.0","1","-18.0","1","47.0","1",NA,"94.6","1",NA,"","14","","",NA,"567.5","0.0","6097426"
"APPLETON","45.186","-76.113","ON","-4.8","0",NA,"14.0","0","-19.0","0","50.4","0",NA,"82.6","0",NA,"20.0","11","","",NA,"638.6","0.0","6100285"
"BROCKVILLE CLIMATE","44.635","-75.748","ON","-3.2","0",NA,"15.0","0","-16.0","0","",,NA,"79.1","0",NA,"1.0","9","",,NA,"592.2","0.0","6100970"
"BROCKVILLE PCC","44.600","-75.667","ON","-1.8","0","4.2","13.0","0","-15.0","0","32.2","0","83.0","80.8","0","126.0","0.0","10","","",NA,"554.5","0.0","6100971"
"CHALK RIVER AECL","46.050","-77.367","ON","-6.8","8","2.4","11.0","8","-24.5","8","33.6","8",NA,"73.2","8",NA,"41.0","9","","",NA,"495.9","0.0","6101335"
"CORNWALL","45.016","-74.749","ON","-3.4","0","3.1","11.5","0","-15.5","0","88.0","0","230.0","110.6","0","184.0","0.0","14","","",NA,"600.1","0.0","6101874"
"DRUMMOND CENTRE","45.032","-76.253","ON","-4.3","0","4.2","14.0","0","-20.0","0","50.0","0","141.0","90.2","0","176.0","27.0","12","","",NA,"624.6","0.0","6102J13"
"HARTINGTON IHD","44.428","-76.690","ON","-2.6","0","3.8","14.5","0","-16.0","0","33.0","0","103.0","78.0","0","124.0","2.0","10","","",NA,"577.5","0.0","6103367"
"KEMPTVILLE CS","45.000","-75.633","ON","-4.4","0",NA,"13.7","0","-18.4","0","",,NA,"77.5","0",NA,"1.0","11","",,NA,"626.8","0.0","6104027"
"KINGSTON CLIMATE","44.223","-76.599","ON","-2.2","0",NA,"12.8","0","-14.4","0","",,NA,"48.0","0",NA,"2.0","7","",,NA,"566.4","0.0","6104142"
"LYNDHURST SHAWMERE","44.517","-76.083","ON","-2.6","3","4.6","15.5","3","-19.0","3","7.8","3",NA,"33.9","3",NA,"0.0","7","","",NA,"514.1","0.0","6104725"
"MOOSE CREEK WELLS","45.251","-74.963","ON","-5.4","0",NA,"13.1","0","-23.0","0","",,NA,"",,NA,"11.0","","",,NA,"653.9","0.0","6105397"
"OMPAH-SEITZ","45.054","-76.784","ON","-4.9","0",NA,"12.5","0","-20.0","0","47.6","0",NA,"97.0","0",NA,"44.0","12","","",NA,"642.3","0.0","6105762"
"OTTAWA CDA","45.383","-75.717","ON","-4.8","0","3.1","12.5","0","-17.5","0","64.6","0","186.0","88.8","0","179.0","18.0","12","","",NA,"637.7","0.0","6105976"
"OTTAWA CDA RCS","45.383","-75.717","ON","-5.4","0",NA,"12.7","0","-17.8","0","",,NA,"71.7","0",NA,"24.0","13","",,NA,"653.9","0.0","6105978"
"OTTAWA INTL A","45.317","-75.667","ON","-5.6","0",NA,"11.7","0","-17.8","0","77.0","0",NA,"81.2","0",NA,"17.0","14","",,NA,"662.1","0.0","6106001"
"PEMBROKE CLIMATE","45.860","-77.252","ON","-7.3","0",NA,"13.0","0","-26.7","0","",,NA,"75.2","0",NA,"31.0","12","",,NA,"709.7","0.0","6106367"
"PETAWAWA AWOS 2","45.950","-77.317","ON","-6.9","4",NA,"11.9","3","-26.9","1","",,NA,"81.0","0",NA,"","14","",,NA,"597.8","0.0","6106396"
"ST. ALBERT","45.287","-75.064","ON","-5.6","2","3.6","10.0","2","-19.0","2","57.0","2",NA,"111.8","2",NA,"0.0","10","","",NA,"613.6","0.0","6107276"
"PETAWAWA HOFFMAN","45.883","-77.250","ON","-5.9","0",NA,"11.0","0","-23.0","0","44.4","0",NA,"93.2","0",NA,"57.0","16","","",NA,"668.0","0.0","610FC98"
"BALDWIN","44.267","-79.319","ON","-1.6","0",NA,"17.0","0","-17.0","0","44.4","0",NA,"57.0","0",NA,"0.0","7","","",NA,"549.2","0.0","6110480"
"BARRIE LANDFILL","44.385","-79.736","ON","-2.5","12",NA,"14.5","7","-16.0","7","11.0","7",NA,"55.8","7",NA,"0.0","11","","",NA,"327.2","0.0","6110556"
"BEATRICE CLIMATE","45.140","-79.403","ON","-5.1","0",NA,"10.2","0","-25.7","0","",,NA,"83.2","1",NA,"34.0","15","",,NA,"648.0","0.0","6110607"
"COLDWATER WARMINSTER","44.631","-79.539","ON","-2.4","0",NA,"14.0","0","-18.0","0","118.0","0",NA,"163.0","0",NA,"34.0","14","","",NA,"571.8","0.0","6111769"
"COLLINGWOOD","44.500","-80.217","ON","-0.3","0",NA,"18.3","0","-13.7","0","",,NA,"53.2","0",NA,"","8","",,NA,"512.4","0.0","6111792"
"LAGOON CITY","44.547","-79.217","ON","-3.5","0",NA,"8.9","0","-18.0","0","",,NA,"",,NA,"","","",,NA,"600.7","0.0","6114295"
"MARKDALE","44.269","-80.712","ON","-4.1","13",NA,"11.0","13","-16.0","13","71.0","18",NA,"96.2","16",NA,"0.0","12","","",NA,"331.7","0.0","6114979"
"MIDLAND WATER POLLUTION CONTROL PLANT","44.758","-79.875","ON","-5.8","21","0.6","3.0","21","-16.0","21","15.0","21",NA,"15.0","21",NA,"","2","","",NA,"166.5","0.0","6115127"
"MUSKOKA SNOW","44.983","-79.050","ON","",,NA,"",,"",,"96.0","0",NA,"76.0","0",NA,"63.0","14","","",NA,"","","6115526"
"MUSKOKA","44.975","-79.303","ON","-5.8","14",NA,"9.5","14","-24.4","14","",,NA,"30.7","14",NA,"","5","",,NA,"332.5","0.0","6115529"
"NIPISSING","46.100","-79.521","ON","",,NA,"",,"",,"6.0","13",NA,"52.4","11",NA,"","4","","",NA,"","","6115669"
"ORILLIA BRAIN","44.603","-79.439","ON","-4.4","6",NA,"6.0","6","-16.5","6","126.2","6",NA,"174.2","6",NA,"40.0","15","","",NA,"493.1","0.0","6115811"
"PARRY SOUND CCG","45.344","-80.044","ON","-3.2","4",NA,"9.7","1","-21.7","3","",,NA,"123.9","1",NA,"9.0","15","",,NA,"509.4","0.0","6116257"
"SHANTY BAY","44.399","-79.633","ON","-2.2","0","4.2","15.5","0","-17.0","0","66.8","0","131.0","100.8","0","144.0","4.0","15","","",NA,"566.4","0.0","6117684"
"BARRIE-ORO","44.483","-79.550","ON","-3.5","0",NA,"13.6","0","-18.3","0","",,NA,"77.7","0",NA,"4.0","14","",,NA,"600.8","0.0","6117700"
"SPRUCEDALE","45.425","-79.488","ON","",,NA,"",,"",,"92.8","0",NA,"117.2","0",NA,"53.0","17","","",NA,"","","6117981"
"THORNBURY 3","44.551","-80.468","ON","",,NA,"",,"",,"58.0","0",NA,"108.2","0",NA,"0.0","14","","",NA,"","","6118240"
"UDORA","44.263","-79.161","ON","-1.9","0","4.7","17.0","0","-18.0","0","39.0","0","141.0","61.8","0","135.0","0.0","13","","",NA,"556.7","0.0","6119055"
"WIARTON A","44.744","-81.109","ON","-1.2","1",NA,"14.3","1","-15.1","0","56.4","0",NA,"109.0","0",NA,"","17","",,NA,"518.6","0.0","6119499"
"WESTERN ISLAND (AUT)","45.033","-80.367","ON","-1.7","0",NA,"10.7","0","-13.5","0","",,NA,"",,NA,"","","",,NA,"551.7","0.0","6119M51"
"BORDEN AWOS","44.272","-79.912","ON","-2.2","2",NA,"16.7","1","-16.3","1","",,NA,"33.0","2",NA,"","7","",,NA,"525.2","0.0","611B002"
"EGBERT CS","44.233","-79.783","ON","-1.9","0",NA,"16.0","0","-15.5","0","",,NA,"44.7","0",NA,"0.0","8","",,NA,"558.1","0.0","611E001"
"COVE ISLAND (AUT)","45.333","-81.733","ON","-1.2","7",NA,"7.5","6","-11.5","2","",,NA,"",,NA,"","","",,NA,"403.3","0.0","61219J2"
"GODERICH","43.767","-81.717","ON","0.0","0",NA,"16.2","0","-17.4","0","",,NA,"68.3","0",NA,"","13","",,NA,"504.7","0.0","6122847"
"KINCARDINE","44.173","-81.623","ON","0.4","4",NA,"17.0","4","-15.5","4","30.8","4",NA,"111.2","4",NA,"0.0","13","","",NA,"423.5","0.0","6124127"
"SARNIA","42.999","-82.309","ON","0.6","6",NA,"18.9","6","-12.1","6","",,NA,"16.3","6",NA,"","2","",,NA,"382.9","0.0","6127510"
"SARNIA CLIMATE","43.000","-82.300","ON","1.4","1",NA,"19.1","1","-11.8","0","",,NA,"40.6","1",NA,"","4","",,NA,"449.3","0.0","6127519"
"TOBERMORY RCS","45.233","-81.633","ON","-2.0","1",NA,"7.8","1","-14.9","0","",,NA,"122.8","1",NA,"0.0","15","",,NA,"539.6","0.0","6128330"
"WROXETER","43.863","-81.152","ON","",,NA,"",,"",,"37.4","0",NA,"83.8","0",NA,"0.0","15","","",NA,"","","6129660"
"AMHERSTBURG","42.103","-83.094","ON","3.9","12","5.7","20.5","10","-10.5","12","3.0","10",NA,"73.6","10",NA,"0.0","9","","",NA,"226.3","0.0","6130257"
"CHATHAM WPCP","42.390","-82.215","ON","2.8","23","5.2","13.0","23","-8.0","23","0.0","23",NA,"41.4","23",NA,"0.0","4","","",NA,"76.0","0.0","6131415"
"DELHI CS","42.867","-80.550","ON","0.2","0",NA,"17.3","0","-14.2","0","",,NA,"85.5","0",NA,"0.0","8","",,NA,"497.3","0.0","6131983"
"FORT ERIE","42.883","-78.967","ON","0.8","5","4.1","19.5","5","-9.5","5","4.0","5",NA,"35.0","5",NA,"0.0","5","","",NA,"395.0","0.0","6132470"
"GRIMSBY MOUNTAIN","43.184","-79.558","ON","1.2","0",NA,"19.5","0","-10.5","0","11.2","0",NA,"81.0","0",NA,"0.0","9","","",NA,"471.3","0.0","6133055"
"HARROW CDA AUTO","42.033","-82.900","ON","2.5","0",NA,"18.2","0","-9.3","0","",,NA,"48.2","0",NA,"0.0","5","",,NA,"434.4","0.0","6133362"
"KINGSVILLE MOE","42.043","-82.674","ON","2.3","9","4.9","17.0","9","-8.0","9","0.0","9",NA,"0.0","9",NA,"","0","","",NA,"297.5","0.0","6134190"
"LONG POINT (AUT)","42.567","-80.050","ON","1.4","0",NA,"14.3","0","-9.2","0","",,NA,"",,NA,"","","",,NA,"464.7","0.0","6134F10"
"NEW GLASGOW","42.514","-81.636","ON","1.4","0","4.5","19.5","0","-13.0","0","0.0","0","0.0","75.0","0","141.0","0.0","6","","",NA,"465.7","0.0","6135583"
"PORT COLBORNE","42.883","-79.250","ON","1.5","4","4.4","19.0","4","-10.0","4","1.0","4",NA,"44.0","4",NA,"0.0","6","","",NA,"396.4","0.0","6136606"
"PORT WELLER (AUT)","43.250","-79.217","ON","1.4","1",NA,"14.8","1","-8.2","1","",,NA,"44.6","1",NA,"","7","",,NA,"448.8","0.0","6136699"
"RIDGETOWN RCS","42.450","-81.883","ON","1.5","1",NA,"19.0","1","-14.1","0","",,NA,"55.8","1",NA,"","5","",,NA,"445.8","0.0","6137154"
"ST CATHARINES BROCK U","43.118","-79.248","ON","",,NA,"",,"",,"9.6","0",NA,"88.7","0",NA,"0.0","10","","",NA,"","","6137290"
"ST THOMAS WPCP","42.768","-81.205","ON","1.4","4","5.0","19.0","2","-15.0","2","9.0","4",NA,"87.9","4",NA,"0.0","8","","",NA,"397.4","0.0","6137362"
"TILLSONBURG WWTP","42.855","-80.722","ON","",,NA,"",,"",,"2.0","1",NA,"91.4","1",NA,"0.0","6","","",NA,"","","6138270"
"VINELAND STATION RCS","43.183","-79.400","ON","1.5","0",NA,"19.4","0","-9.4","0","",,NA,"53.1","0",NA,"","6","",,NA,"462.9","0.0","6139148"
"WELLAND-PELHAM","42.967","-79.333","ON","0.6","0",NA,"15.9","0","-10.4","0","",,NA,"54.0","0",NA,"2.0","5","",,NA,"487.8","0.0","6139449"
"WINDSOR RIVERSIDE","42.333","-82.933","ON","3.3","0",NA,"21.0","0","-10.5","0","2.6","0",NA,"64.1","0",NA,"0.0","8","","",NA,"411.8","0.0","6139520"
"WINDSOR A","42.276","-82.955","ON","2.3","0",NA,"19.6","0","-12.2","0","4.9","0",NA,"57.4","0",NA,"","7","",,NA,"440.7","0.0","6139527"
"PORT COLBORNE (AUT)","42.867","-79.250","ON","0.9","0",NA,"15.9","0","-9.1","0","",,NA,"",,NA,"","","",,NA,"478.6","0.0","613F606"
"POINT PELEE CS","41.949","-82.519","ON","1.4","1",NA,"18.2","1","-10.3","0","",,NA,"",,NA,"","","",,NA,"447.4","0.0","613P001"
"BRANTFORD AIRPORT","43.138","-80.331","ON","-0.3","0",NA,"17.3","0","-12.3","0","",,NA,"70.5","0",NA,"","5","",,NA,"511.1","0.0","6140942"
"DORCHESTER","43.002","-81.033","ON","",,NA,"",,"",,"20.4","0",NA,"108.6","0",NA,"0.0","12","","",NA,"","","6142066"
"ELORA RCS","43.650","-80.417","ON","-2.3","0",NA,"14.5","0","-14.9","0","",,NA,"78.1","0",NA,"","12","",,NA,"567.9","0.0","6142286"
"FERGUS SHAND DAM","43.735","-80.330","ON","-1.6","0","4.7","14.5","0","-14.0","0","36.8","0","120.0","102.7","0","184.0","0.0","13","","",NA,"550.1","0.0","6142400"
"FERGUS MOE","43.702","-80.379","ON","-1.3","2",NA,"14.5","1","-14.0","1","21.4","1",NA,"85.8","1",NA,"0.0","11","","",NA,"502.3","0.0","6142402"
"GUELPH TURFGRASS","43.550","-80.217","ON","-1.8","8",NA,"15.5","8","-16.0","7","",,NA,"",,NA,"","","",,NA,"396.1","0.0","6143089"
"KITCHENER/WATERLOO","43.461","-80.379","ON","-1.2","0",NA,"16.8","0","-12.9","0","",,NA,"56.4","0",NA,"","5","",,NA,"537.9","0.0","6144239"
"LONDON A","43.033","-81.151","ON","-0.1","0",NA,"18.3","0","-12.9","0","",,NA,"",,NA,"","","",,NA,"507.7","0.0","6144473"
"LONDON INT'L AIRPORT","43.033","-81.151","ON","",,"","",,"",,"22.0","0","57.0","97.2","0","149.0","0.0","12","","",NA,"","","6144475"
"LONDON CS","43.033","-81.150","ON","0.1","0",NA,"17.5","0","-12.9","0","",,NA,"71.2","0",NA,"","9","",,NA,"501.0","0.0","6144478"
"MOUNT FOREST (AUT)","43.983","-80.750","ON","-1.8","1",NA,"13.1","1","-14.7","0","",,NA,"59.7","1",NA,"","11","",,NA,"534.5","0.0","6145504"
"ROSEVILLE","43.354","-80.474","ON","-0.8","0","4.5","16.0","0","-13.5","0","19.0","0","76.0","93.4","0","171.0","0.0","10","","",NA,"526.7","0.0","6147188"
"STRATHROY-MULLIFARRY","42.981","-81.643","ON","0.4","0",NA,"19.0","0","-15.0","0","11.0","0",NA,"98.6","0",NA,"0.0","10","","",NA,"493.4","0.0","6148122"
